category,name,grade,address,website,rating,rank,notes,lat,lng
elementary,The Grove Community School,JK-06,"108 Gladstone Avenue, Toronto",http://thegrovecommunityschool.ca/,N/A,N/A,,43.6464573,-79.4293902
elementary,The Waterfront School,JK-08,"635 Queens Quay W, Toronto",http://schoolweb.tdsb.on.ca/thewaterfrontschool/Home.aspx,7.2,751/3021,,43.6354639,-79.3974511
elementary,Thorncliffe Park Public School,JK-05,"80 Thorncliffe Park Dr, East York",http://schoolweb.tdsb.on.ca/thorncliffepark/Home.aspx,N/A,N/A,,43.7049382,-79.3443235
elementary,Twentieth Street Jr School,JK-05,"3190 lake Shore Blvd W, Etobicoke",http://schoolweb.tdsb.on.ca/twentiethstreet/Home.aspx,N/A,N/A,,43.5983767,-79.5200200
elementary,Valley Park Middle School,06-08,"130 Overlea Blvd, East York, ON",http://schoolweb.tdsb.on.ca/valleypark/Home.aspx,N/A,,,43.7105251,-79.3358381
elementary,Valleyfield Jr School,JK-06,"35 Saskatoon Dr, Etobicoke",http://schoolweb.tdsb.on.ca/valleyfield/Home.aspx,N/A,2052/3046,,43.6938199,-79.5381266
elementary,Victoria Park Elementary School,JK-05,"145 Tiago Ave, East York",http://schoolweb.tdsb.on.ca/victoriaparkes/Home.aspx,N/A,N/A,,43.7125154,-79.2982947
elementary,Wedgewood Jr School,JK-05,"5 Swan Ave, Etobicoke",http://schoolweb.tdsb.on.ca/wedgewood/Home.aspx,N/A,N/A,,43.6448434,-79.5460462
elementary,Wellesworth Jr School,JK-05,"225 Wellesworth Dr, Etobicoke",http://schoolweb.tdsb.on.ca/wellesworth/HomePage.aspx,N/A,N/A,,43.6560020,-79.5759778
elementary,West Glen Junior School,JK-05,"47 Cowley Ave, Etobicoke",http://schoolweb.tdsb.on.ca/westglenjs/Home.aspx,N/A,N/A,,43.6501691,-79.5606603
elementary,West Humber Jr Middle School,JK-08,"15 Delsing Dr, Etobicoke, ON",http://schoolweb.tdsb.on.ca/westhumber/Home.aspx,N/A,N/A,,43.7238917,-79.5792372
elementary,West Preparatory Jr Public School,JK-06,"70 Ridge HIll Drive, toronto",n/a,N/A,N/A,,43.7028608,-79.4331910
elementary,Westmount Jr School,JK-05,"95 Chapman Rd, Etobicoke",http://schoolweb.tdsb.on.ca/westmount/Home.aspx,N/A,N/A,,43.6886620,-79.5194060
elementary,Westway Jr School,JK-05,"25 Poynter Dr, Etobicoke",http://schoolweb.tdsb.on.ca/westway/Home.aspx,N/A,N/A,,43.6904262,-79.5491285
elementary,Westwood Middle School,06-08,"994 Carlaw Ave, East York, ON",http://schoolweb.tdsb.on.ca/westwoodms/Home.aspx,N/A,N/A,,43.6865358,-79.3514331
elementary,Whitney Jr Public School,JK-06,"119 Rosedale Heights Dr, Toronto",http://schoolweb.tdsb.on.ca/whitney/Home.aspx,9.2,68/3021,,43.6871838,-79.3779677
elementary,Wilkinson Jr Public School,JK-06,"53 Donlands Ave, Toronto",n/a,7.7,476/3021,,43.6822337,-79.3367589
elementary,William Burgess Elementary School,JK-05,"100 Torrens Ave, East York",n/a,N/A,N/A,,43.6922407,-79.3479764
elementary,William J McCordic School,JK-08,"45 Balfour Ave, Toronto",http://schoolweb.tdsb.on.ca/williamjmccordic/Home.aspx,N/A,N/A,,43.6902824,-79.2989017
elementary,Williamson Rd Jr Public School,JK-06,"24 Williamson Rd, Toronto",http://schoolweb.tdsb.on.ca/williamsonroad/Home.aspx,7.3,687/3021,,43.6747983,-79.2975874
elementary,Winchester Jr and Sr Public School,SK-08,"15 Prospect St, Toronto",http://schoolweb.tdsb.on.ca/winchester/Home.aspx,N/A,N/A,,43.6658863,-79.3707648
elementary,Winona Drive Sr Public School,07-09,"101 Winona Dr, Toronto",http://schoolweb.tdsb.on.ca/winona/Home.aspx,N/A,N/A,,43.6773373,-79.4302417
elementary,Withrow Avenue Jr Public School,JK-06,"25 Bain Ave, Toronto",http://schoolweb.tdsb.on.ca/withrow/Home.aspx,8.5,175/3021,,43.6705361,-79.3514807
elementary,Etienne Brule Jr School,JK-05,"50 Cloverhill Rd, Etobicoke",http://schoolweb.tdsb.on.ca/etiennebrule/Home.aspx,N/A,N/A,,43.6353802,-79.4896234
elementary,Avondale Alternative,JK-08,"171 Avondale Avenue, North York",http://www.tdsb.on.ca/FindYour/Schools.aspx?schno=3017,N/A,N/A,,43.7593892,-79.4007222
elementary,Havergal College,JK-12,"1451 Avenue Rd Toronto, ON M5N2H9",http://www.havergal.on.ca,N/A,N/A,,43.7208338,-79.4149970
elementary,Islamic Institute of Toronto,JK-8,"1630 NEILSON RD Toronto, ON M1X1S3",http://www.iitacademy.ca,N/A,N/A,,43.8187485,-79.2298213
elementary,Northmount,JK-8,"26 Mallard Rd Toronto, ON M3B1S3",http://www.northmount.com,N/A,N/A,,43.7479340,-79.3498776
elementary,Sathya Sai School of Toronto,JK-8,"505 Ellesmere Rd 4 Toronto, ON M1R4E5",http://www.sathyasaischool.ca/,N/A,N/A,,,
elementary,Nile Academy,JK-12,"5 Blue Haven Crescent Toronto, ON M9M1W5",http://nileacademy.ca/,N/A,N/A,,43.7443481,-79.5575535
elementary,Fleming,JK-08,"20 Littles Rd Toronto, ON M1B5B5",https://schoolweb.tdsb.on.ca/fleming,N/A,N/A,,43.8155134,-79.2040911
elementary,Whitney Junior Public School,JK-06,"119 Rosedale Heights Dr Toronto, ON M4T1C7",http://schools.tdsb.on.ca/whitney/,9.2,68/3021,,43.6871838,-79.3779677
elementary,Denlow Public School,JK-05,"50 Denlow Blvd Toronto, ON M3B1P7",https://schoolweb.tdsb.on.ca/Denlow,N/A,N.A,,43.7465951,-79.3641606
elementary,John Ross Robertson,JK-06,"130 Glengrove Ave W Toronto, ON M4R1P2",https://schoolweb.tdsb.on.ca/JohnRossRobertson,N/A,N/A,,43.7187048,-79.4090241
elementary,Beverly Glen Junior Public School,JK-06,"85 Beverly Glen Blvd Toronto, ON M1W1W4",https://schoolweb.tdsb.on.ca/BeverlyGlen,N/A,N/A,,43.7984984,-79.3232365
elementary,Islamic Foundation,JK-06,"441 Nugget Ave Toronto, ON M1S5E",n/a,N/A,N/A,,43.7980431,-79.244258
elementary,Iroquois Junior Public School,JK-06,"265 Chartland Blvd S Toronto, ON M1S2S6",https://www.tdsb.on.ca/Find-your/Schools/schno/4597,9.0/10,58/3046,,43.8022790,-79.2692537
elementary,C D Farquharson Junior Public School,JK-06,"1965 Brimley Rd Toronto, ON M1S2B1",https://schoolweb.tdsb.on.ca/CDFarquharson,8.9/10,67/3046,,43.7848526,-79.2655173
elementary,Chine Drive Public School,JK-08,"51 Chine Dr Toronto, ON M1M2K8",https://schoolweb.tdsb.on.ca/ChineDrive,8.9/10,67/3046,,43.7095482,-79.2414546
elementary,David Lewis Public School,JK-08,"130 Fundy Bay Blvd Toronto, ON M1W3G1",https://schoolweb.tdsb.on.ca/DavidLewis,8.9/10,67/3046,,43.8091388,-79.3178003
elementary,Bessborough Drive Elementary and Middle School,JK-08,"211 Bessborough Dr Toronto, ON M4G3K2",http://schools.tdsb.on.ca/bessborough/,8.8/10,84/3046,,43.7067783,-79.3702703
elementary,Cedarvale Community School,JK-08,"145 Ava Rd Toronto, ON M6C1W4",https://www.tdsb.on.ca/Find-your/Schools/schno/6207,8.8/10,84/3046,,43.6958194,-79.4303748
elementary,Josyf Cardinal Slipyj Separate School,K-08,"35 West Deane Park Dr Toronto, ON M9B2R5",http://josyfcardinalslipyj.tcdsb.org/,8.8/10,84/3046,,43.6592865,-79.5657050
elementary,Port Royal Public School,JK-08,"408 Port Royal Trail Toronto, ON M1V4R1",https://www.tdsb.on.ca/Find-your/Schools/schno/4664,8.8./10,84/3046,,43.8245043,-79.2897362
elementary,St Clement Separate School,JK-12,"4319 Bloor St Toronto, ON M9C2A2",http://stclement.tcdsb.org/,8.8/10,84/3046,,43.6319509,-79.5734982
elementary,St Michael's Choir (Jr) School,JK-06,"66 Bond St Toronto, ON M5B1X2",https://smcs.on.ca/,8.8/10,84/3046,,43.6555376,-79.3776590
elementary,Summit Heights Public School,JK-06,"139 Armour Blvd Toronto, ON M3H1M1",http://schools.tdsb.on.ca/summitheights/,8.8/10,84/3046,,43.7412704,-79.4294950
elementary,Brookmill Boulevard Junior Public School,JK-06,"25 Brookmill Blvd Toronto, ON M1W2L5",https://www.tdsb.on.ca/Find-your/Schools/schno/4356,8.7/10,102/3046,,43.8009043,-79.3142987
elementary,Milliken Public School,JK-08,"130 Port Royal Trail Toronto, ON M1V2T4",http://schools.tdsb.on.ca/milliken/,8.7/10,102/3046,,43.8168132,-79.2886414
elementary,St Bonaventure Catholic School,JK-08,"1340 Leslie St Toronto, ON M3C2K9",http://stbonaventure.tcdsb.org/,8.7/10,102/3046,,43.7328392,-79.3565183
elementary,Bellmere Junior Public School,JK-06,"470 Brimorton Dr Toronto, ON M1H2E6",https://www.tdsb.on.ca/Find-your/Schools/schno/4324,8.6/10,123/3046,,43.7717057,-79.2352713
elementary,Centennial Road Junior Public School,JK-06,"271 Centennial Rd Toronto, ON M1C2A2",https://www.tdsb.on.ca/Find-your/Schools/schno/4384,8.6/10,123/3046,,43.7870045,-79.1497221
elementary,Dunlace Public School,JK-06,"20 Dunlace Dr Toronto, ON M2L2S1",http://schools.tdsb.on.ca/dunlace/,8.6/10,123/3046,,43.7627524,-79.3698982
elementary,Our Lady of Perpetual Help Separate School,JK-08,"1 1/2 Garfield Ave Toronto, ON M4T1E6",http://ourladyofperpetualhelp.tcdsb.org/,8.6/10,123/3046,,43.6869056,-79.3833715
elementary,Bialik Hebrew Day School,JK-08,"2760 Bathurst St Toronto, ON M6B3A1",http://www.bialik.ca/,9.1,60/3037,,43.7106435,-79.4278988
elementary,Courcelette Public School,JK-08,"100 Fallingbrook Rd Toronto, ON M1N2T6",http://schools.tdsb.on.ca/courcelette/,8.5/10,144/3046,,43.6791940,-79.2785593
elementary,ÉÉC Notre-Dame-de-Grâce,,"59 Clement Road Toronto, ON M9R 1Y5",https://www.cscmonavenir.ca/ecole/ecole-secondaire-catholique-saint-frere-andre-toronto/ecole-elementaire-catholique-notre-dame-de-grace-toronto/,8.5/10,144/3046,,43.6790477,-79.5595054
elementary,Armour Heights Public School,JK-06,"148 Wilson Ave Toronto, ON M5M3A5",https://www.tdsb.on.ca/Find-your/Schools/schno/3018,8.5/10,144/3046,,43.7407225,-79.4183695
elementary,Kennedy Public School,JK-08,"20 Elmfield Crescent Toronto, ON M1V2Y6",http://schoolweb.tdsb.on.ca/Kennedy,8.5/10,144/3046,,43.8184617,-79.3085976
elementary,ÉÉC Sainte-Marguerite-d'Youville,,"755, chemin Royal York Etobicoke, ON M8Y 2T3",https://smdy.cscmonavenir.ca/,8.4/10,163/2046,,,
elementary,St Demetrius School,JK-08,"125 La Rose Ave Toronto, ON M9P1A6",https://www.tcdsb.org/schools/stdemetrius/Pages/default.aspx,8.4/10,163/2046,,43.6842383,-79.5205579
elementary,Thomas L Wells Public School,,"69 Nightstar Road Toronto, ON M1X1V6",https://schoolweb.tdsb.on.ca/thomaswells,8.4/10,163/2046,,43.8242319,-79.2262373
elementary,Father Serra Separate School,JK-08,"111 Sun Row Drive Toronto, ON M9P3J3",http://fatherserra.tcdsb.org/,8.3/10,194/3046,,43.6861114,-79.5367276
elementary,Northlea Elementary and Middle School,JK-08,"305 Rumsey Road Toronto, ON M4G1R4",https://www.tdsb.on.ca/Find-your/Schools/schno/1442,8.3/10,194/3046,,43.7145759,-79.3691150
elementary,Prince of Peace Catholic School,JK-08,"255 Alton Towers Cir Toronto, ON M1V4E7",https://www.tcdsb.org/schools/princeofpeace/Pages/default.aspx,8.3/10,194/3046,,43.8253459,-79.2788616
elementary,St Henry Catholic School,JK-08,"100 Bamburgh Circle Toronto, ON M1W3R3",http://sthenry.tcdsb.org/,8.3/10,194/3046,,43.8137225,-79.3278846
elementary,St Josaphat Separate School,JK-08,"55 Pelham Avenue Toronto, ON M6N1A5",http://stjosaphat.tcdsb.org/,8.3/10,194/3046,,43.6676339,-79.4551429
elementary,Fairglen Junior Public School,JK-06,"2200 Pharmacy Ave Toronto, ON M1W1H8",https://schoolweb.tdsb.on.ca/Fairglen,8.2/10,213/3046,,43.7847707,-79.3222423
elementary,Our Lady of Sorrows Separate School,JK-08,"32 Montgomery Rd Toronto, ON M8X1Z4",http://ourladyofsorrows.tcdsb.org/,8.2/10,213/3046,,43.6483791,-79.5196177
elementary,Percy Williams Junior Public School,JK-06,"35 White Heather Blvd Toronto, ON M1V1P6",https://www.tdsb.on.ca/Find-your/Schools/schno/4701,8.2/10,213/3046,,43.8127146,-79.2655694
elementary,Agincourt Junior Public School,JK-06,"29 Lockie Ave Toronto, ON M1S1N3",https://www.tdsb.on.ca/Find-your/Schools/schno/4312,8.1/10,250/3046,,43.7882757,-79.2807068
elementary,North Bendale Junior Public School,JK-06,"29 Aveline Cres Toronto, ON M1H2P4",http://schools.tdsb.on.ca/northbendale/,8.1/10,250/3046,,43.7704414,-79.2477534
elementary,ÉÉC Sainte-Madeleine,JK-06,"1 promenade Ness Toronto, ON M3A2W1",https://www.cscmonavenir.ca/,8.1/10,250/3046,,,
elementary,Salaheddin Islamic,,"741 Kennedy Road Toronto, ON M1K2C6",n/a,8.1/10,250/3046,,43.7309348,-79.2659948
elementary,St Mary of the Angels Separate School,JK-08,"1477 Dufferin St Toronto, ON M6H4C7",http://stmaryoftheangels.tcdsb.org/,8.1/10,250/3046,,43.6722804,-79.4400244
elementary,The Divine Infant,JK-06,"30 Ingleton Boulevard Toronto, ON M1V3H7",http://thedivineinfant.tcdsb.org/,8.1/10,250/3046,,43.8217269,-79.2701691
elementary,ÉÉC Georges-Étienne-Cartier,JK-06,"250 chemin Gainsborough Toronto, ON M4L3C6",https://gec.cscmonavenir.ca/,8.0/10,284/3046,,,
elementary,Inglewood Heights Junior Public School,JK-06,"45 Dempster St Toronto, ON M1T2T6",http://schools.tdsb.on.ca/inglewoodhts/,8.0/10,284/3046,,43.7794302,-79.2922840
elementary,École élémentaire Jeanne-Lajoie,JK-06,"150 Rd Carnforth Toronto, ON M4A2K7",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-jeanne-lajoie/,8.0/10,284/3046,,43.7361595,-79.3191666
elementary,Mountview Alternative School Junior,JK-06,"99 Mountview Ave Toronto, ON M6P2L5",https://www.tdsb.on.ca/Find-your/Schools/schno/5342,8.0/10,284/3046,,43.6572426,-79.4616040
elementary,St Andrews Public School,JK-08,"60 Brimorton Dr Toronto, ON M1P3Z1",https://www.tdsb.on.ca/Find-your/Schools/schno/4726,8.0/10,284/3046,,43.7672981,-79.2549806
elementary,Alvin Curling Public School,JK-08,"50 Upper Rouge Trail Toronto, ON M1B6K4",https://www.tdsb.on.ca/Find-your/Schools/schno/4805,7.9/10,334/3046,,43.8083403,-79.1907064
elementary,Bridlewood Junior Public School,JK-06,"60 Bridlewood Blvd Toronto, ON M1T1P7",https://www.tdsb.on.ca/Find-your/Schools/schno/4354,7.9/10,334/3046,,43.7813137,-79.3155213
elementary,Khairul Ummah,,"45 Grenoble Dr Toronto, ON M3C1C4",N/A,7.9/10,334/3046,,43.7160331,-79.3309038
elementary,Owen Public School,JK-05,"111 Owen Blvd Toronto, ON M2P1G6",https://schoolweb.tdsb.on.ca/Owen,7.9/10,334/3046,,43.7489227,-79.3926181
elementary,Park Lawn Junior and Middle School,JK-08,"71 Ballacaine Drive Toronto, ON M8Y4B6",https://schoolweb.tdsb.on.ca/ParkLawn,7.9/10,334/3046,,43.6378702,-79.4963834
elementary,Chartland Junior Public School,JK-06,"109 Chartland Blvd S Toronto, ON M1S2R7",http://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4388,7.8/10,388/3046,,43.8002270,-79.2778767
elementary,John English Junior Middle School,JK-08,"95 Mimico Avenue Toronto, ON M8V1R4",https://www.tdsb.on.ca/Find-your/Schools/schno/2077,7.8/10,388/3046,,43.6118743,-79.4941436
elementary,Our Lady of Grace Separate School,JK-08,"121 Brimwood Boulevard Toronto, ON M1V1E5",http://ourladyofgrace.tcdsb.org/,7.8/10,388/3046,,43.8120125,-79.2749780
elementary,St Brendan Catholic School,JK-08,"186 Centennial Rd Toronto, ON M1C1Z9",http://stbrendan.tcdsb.org/,7.8/10,388/3046,,43.7825656,-79.1494096
elementary,St Brigid Catholic School,JK-08,"50 Woodmount Ave Toronto, ON M4C3X9",http://stbrigid.tcdsb.org/,7.8/10,388/3046,,43.6870495,-79.3167940
elementary,St Lawrence Catholic School,JK-08,"2216 Lawrence Ave E Toronto, ON M1P2P9",http://stlawrence.tcdsb.org/,7.8/10,388/3046,,43.7487329,-79.2795291
elementary,St Pius X Separate School,JK-08,"71 Jane Street Toronto, ON M6S3Y3",http://stpiusx.tcdsb.org/,7.8/10,388/3046,,43.6509824,-79.4847087
elementary,St Sylvester Separate School,JK-08,"260 Silver Springs Blvd Toronto, ON M1V1S4",http://stsylvester.tcdsb.org/,7.8/10,388/3046,,43.8053692,-79.3025636
elementary,Agnes Macphail Public School,JK-08,"112 Goldhawk Trail Toronto, ON M1V1W5",https://schoolweb.tdsb.on.ca/AgnesMacphail,7.7/10,446/3046,,43.8194003,-79.2786051
elementary,Bendale Junior Public School,JK-06,"61 Benshire Dr Toronto, ON M1H1M4",http://www.tdsb.on.ca/FindYour/Schools.aspx?schno=4330,7.7/10,446/3046,,43.7623853,-79.2447038
elementary,Humberwood Downs Junior Middle Academy,JK-08,"850 Humberwood Blvd Toronto, ON M9W7A6",http://schools.tdsb.on.ca/humberwood/,7.7/10,446/3046,,43.7282643,-79.6195442
elementary,Morrish Public School,JK-08,"61 Canmore Blvd Toronto, ON M1C3T7",https://schoolweb.tdsb.on.ca/Morrish,7.7/10,446/3046,,43.7932524,-79.1792317
elementary,North Preparatory Junior Public School,JK-06,"1100 Spadina Rd Toronto, ON M5N2M6",https://schoolweb.tdsb.on.ca/NorthPreparatory,7.7/10,446/3046,,43.7058336,-79.4202501
elementary,Rippleton Public School,JK-05,"21 Rippleton Rd Toronto, ON M3B1H4",https://www.tdsb.on.ca/Find-your/Schools/schno/3234,7.7/10,446/3046,,43.7410866,-79.3590026
elementary,Sts Cosmas & Damian,JK-08,"111 Danesbury Ave Toronto, ON M6B3L3",http://stscosmasanddamian.tcdsb.org/,7.7/10,446/3046,,43.7069310,-79.4448381
elementary,White Haven Junior Public School,JK-08,"105 Invergordon Ave Toronto, ON M1S2Z1",https://schoolweb.tdsb.on.ca/WhiteHaven,7.7/10,446/3046,,43.7874776,-79.2476282
elementary,Ledbury Park Elementary and Middle School,JK-08,"95 Falkirk Street Toronto, ON M5M4K1",http://schools.tdsb.on.ca/ledbury/,7.6/10,495/3046,,43.7274322,-79.4264287
elementary,St. Gabriel Lalemant Catholic School,JK-08,"160 Crow Trail Toronto, ON M1B1Y3",http://stgabriellalemant.tcdsb.org/,7.6/10,495/3046,,43.8129576,-79.2268199
elementary,Blessed Sacrament Catholic School,JK-08,"24 Bedford Park Ave Toronto, ON M5M1H9",http://blessedsacrament.tcdsb.org/,8.5,149/3037,,43.7276322,-79.4039273
elementary,Churchill Heights Public School,JK-08,"749 Brimorton Dr Toronto, ON M1G2S4",https://schoolweb.tdsb.on.ca/ChurchillHeights,7.5/10,559/3046,,43.7729822,-79.2245148
elementary,Holy Angels Separate School,JK-08,"65 Jutland Rd Toronto, ON M8Z2G6",http://holyangels.tcdsb.org/,7.5/10,559/3046,,43.6281487,-79.5176542
elementary,St Ambrose Separate School,JK-08,"20 Coules Crt Toronto, ON M8W2N9",http://stambrose.tcdsb.org/,7.5/10,559/3046,,43.6084989,-79.5501965
elementary,St Gregory Separate School,JK-08,"126 Rathburn Rd Toronto, ON M9B2K6",http://stgregory.tcdsb.org/,7.5/10,559/3046,,43.6602395,-79.5447418
elementary,West Rouge Junior Public School,JK-06,"401 Friendship Ave Toronto, ON M1C2X8",https://www.tdsb.on.ca/Find-your/Schools/schno/4764,7.5/10,559/3046,,43.7955096,-79.1336432
elementary,Banting and Best Public School,JK-08,"380 Goldhawk Trail Toronto, ON M1V4E7",https://schoolweb.tdsb.on.ca/banting,7.4/10,622/3046,,43.8267250,-79.2799491
elementary,Blessed Pier Giorgio Frassati Catholic School,JK-08,"8 Seasons Dr Toronto, ON M1X1X4",N/A,7.4/10,622/3046,,43.8301208,-79.2326333
elementary,St. Louis Separate School,JK-08,"11 Morgan Ave Toronto, ON M8Y2Z7",http://stlouis.tcdsb.org/,7.4/10,622/3046,,43.6259768,-79.5007793
elementary,St Raphael Separate School,JK-08,"3 Gade Dr Toronto, ON M3M2K2",http://straphael.tcdsb.org/,7.4/10,622/3046,,43.7285966,-79.4885250
elementary,Terry Fox Public School,JK-08,"185 Wintermute Blvd Toronto, ON M1W3M9",https://www.tdsb.on.ca/Find-your/Schools/schno/4733,7.4/10,622/3046,,43.8159633,-79.3186295
elementary,West Humber Junior Middle School,JK-08,"15 Delsing Drive Toronto, ON M9W4S7",https://schoolweb.tdsb.on.ca/westhumber,7.4/10,622/3046,,43.7238917,-79.5792372
elementary,William G Davis Junior Public School,JK-06,"128 East Ave Toronto, ON M1C3L6",https://www.tdsb.on.ca/Find-your/Schools/schno/4770,7.4/10,622/3046,,43.7853407,-79.1345928
elementary,Hunter's Glen Junior Public School,JK-06,"16 Haileybury Dr Toronto, ON M1K4X5",https://schoolweb.tdsb.on.ca/huntersglen/,7.3/10,681/3046,,43.7450763,-79.2597851
elementary,North Agincourt Junior Public School,JK-06,"60 Moran Rd Toronto, ON M1S2J3",https://schoolweb.tdsb.on.ca/northagincourt,7.3/10,681/3046,,43.7964142,-79.2759582
elementary,Norway Junior Public School,JK-06,"390 Kingston Road Toronto, ON M4L1T9",https://schoolweb.tdsb.on.ca/norway,7.3/10,681/3046,,43.6760941,-79.3065919
elementary,ÉÉC Saint-Jean-de-Lalande,JK-08,"500 Cercle Sandhurst Toronto, ON M1S3Y7",https://sjdl.cscmonavenir.ca/,7.3/10,681/3046,,,
elementary,Sir Samuel B Steele Junior Public School,JK-06,"131 Huntsmill Boulevard Toronto, ON M1W2Y2",http://schools.tdsb.on.ca/sirsamuelbsteele/,7.3/10,681/3046,,43.8071207,-79.3274166
elementary,Cornell Junior Public School,JK-06,"61 Holmfirth Terr Toronto, ON M1G1G8",https://schoolweb.tdsb.on.ca/Cornell,7.3/10,681/3046,,43.7589760,-79.2185684
elementary,Emily Carr Public School,JK-08,"90 John Tabor Trail Toronto, ON M1B2V2",https://schoolweb.tdsb.on.ca/EmilyCarr,7.2/10,740/3046,,43.8050074,-79.2061293
elementary,John A Leslie Public School,JK-08,"459 Midland Ave Toronto, ON M1N4A7",https://schoolweb.tdsb.on.ca/JohnALeslie,7.2/10,740/3046,,43.7144409,-79.2487441
elementary,Mother Cabrini Catholic School,JK-08,"720 Renforth Dr Toronto, ON M9C2N9",http://mothercabrini.tcdsb.org/,7.2/10,740/3046,,43.6624404,-79.5846875
elementary,St Anselm Catholic School,JK-08,"182 Bessorough Dr Toronto, ON M4G3J9",http://stanselm.tcdsb.org/,7.2/10,740/3046,,,
elementary,St Denis Separate School,JK-08,"67 Balsam Ave Toronto, ON M4E3B8",http://stdenis.tcdsb.org/,7.2/10,740/3046,,43.6730482,-79.2896761
elementary,St. Francis of Assisi Separate School,JK-08,"80 Clinton St Toronto, ON M6G2Y3",http://stfrancisofassisi.tcdsb.org/,7.2/10,740/3046,,43.6564996,-79.4144962
elementary,St Jean de Brebeuf,JK-08,"101 Dean Park Rd Toronto, ON M1B2X2",http://stjeandebrebeuf.tcdsb.org/,7.2/10,740/3046,,43.8019016,-79.1736826
elementary,St Matthias Separate School,JK-08,"101 Van Horne Ave Toronto, ON M2J2S8",http://stmatthias.tcdsb.org/,7.2/10,740/3046,,43.7844853,-79.3594769
elementary,Anson Park Public School,JK-08,"30 MacDuff Cres Toronto, ON M1M1X5",https://www.tdsb.on.ca/Find-your/Schools/schno/4318,7.1/10,796/3046,,43.7273450,-79.2409955
elementary,Blessed Margherita of Citta Castello,JK-08,"108 Spenvalley Dr Toronto, ON M3L1Z5",http://blessedmargherita.tcdsb.org/,5.1,2170/3037,,43.7438578,-79.5079122
elementary,Brookside Public School,JK-08,"75 Oasis Blvd Toronto, ON M1X0A3",https://schoolweb.tdsb.on.ca/Brookside,7.1/10,796/3046,,43.8300911,-79.2335763
elementary,Glamorgan Junior Public School,JK-06,"51 Antrim Crescent, Toronto, ON M1P4N4",https://schoolweb.tdsb.on.ca/glamorgan,7.1/10,796/3046,,43.7713248,-79.2897350
elementary,Hawthorne II Bilingual Alternative Junior School,JK-06,"50 Essex St Toronto, ON M6G1T3",https://www.tdsb.on.ca/Find-your/Schools/schno/5362,7.1/10,796/3046,,43.6683811,-79.4224004
elementary,Nativity of Our Lord Separate School,JK-08,"35 Saffron Cres Toronto, ON M9C3T8",http://nativityofourlord.tcdsb.org/,7.1/10,796/3046,,43.6530700,-79.5755225
elementary,North Kipling Junior Middle School,JK-08,"2 Rowntree Road Toronto, ON M9V5C7",https://schoolweb.tdsb.on.ca/NorthKipling,7.1/10,796/3046,,43.7526170,-79.5847285
elementary,St Robert Catholic School,JK-08,"70 BAINBRIDGE AVE Toronto, ON M3H2K2",http://strobert.tcdsb.org/,7.1/10,796/3046,,43.7498528,-79.4443750
elementary,St Thomas Aquinas Separate School,JK-08,"636 Glenholme Ave Toronto, ON M6E3G9",http://stthomasaquinas.tcdsb.org,7.1/10,796/3046,,43.6952148,-79.4460708
elementary,St Timothy Catholic School,JK-08,"25 Rochelle Crescent Toronto, ON M2J1Y3",https://www.tcdsb.org/schools/sttimothy/Pages/default.aspx,7.1/10,796/3046,,43.7753710,-79.3509219
elementary,St Vincent de Paul Separate School,JK-08,"116 Fermanagh Ave Toronto, ON M6R1M2",http://stvincentdepaul.tcdsb.org/,7.1/10,796/3046,,43.6470099,-79.4481199
elementary,The Holy Trinity Catholic School,JK-08,"6 Colonel Samuel Smith Park Drive Toronto, ON M8V4B7",N/A,N/A,N/A,,43.5970549,-79.5176196
elementary,École élémentaire Charles-Sauriol,,"55 avenue Pelham Toronto, ON M6N1A5",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-charles-sauriol/,7.0/10,865/3046,,43.6676339,-79.4551429
elementary,Heritage Park Public School,JK-08,"80 Old Finch Ave East Toronto, ON M1B5J2",http://schools.tdsb.on.ca/heritagepark/,7.0/10,865/3046,,43.8187736,-79.2150558
elementary,Holy Rosary Catholic School,JK-08,"308 Tweedsmuir Avenue Toronto, ON M5P2Y1",http://holyrosary.tcdsb.org/,7.0/10,865/3046,,43.6849259,-79.4143140
elementary,King George Junior Public School,JK-06,"25 Rexford Rd Toronto, ON M6S2M2",https://schoolweb.tdsb.on.ca/KingGeorge,7.0/10,865/3046,,43.6630620,-79.4867530
elementary,Meadowvale Public School,JK-08,"761 Meadowvale Rd Toronto, ON M1C1T1",https://www.tdsb.on.ca/Find-your/Schools/schno/4660,7.0/10,865/3046,,43.7953913,-79.1640943
elementary,Regent Heights Public School,JK-08,"555 Pharmacy Ave Toronto, ON M1L3H1",https://schoolweb.tdsb.on.ca/RegentHeights,7.0/10,865/3046,,43.7071425,-79.2884142
elementary,St Edward Separate School,JK-08,"21 Eddfield Avenue Toronto, ON M2N2M5",http://stedward.tcdsb.org/,7.0/10,865/3046,,43.7602463,-79.4282125
elementary,St John Separate School,JK-08,"780 Kingston Rd Toronto, ON M4E1R7",http://stjohn.tcdsb.org/,7.0/10,865/3046,,43.6805246,-79.2947235
