category,name,grade,address,website,rating,rank,notes,lat,lng
elementary,Keelesdale Junior Public School,JK-06,"200 Bicknell Ave, Toronto, Ontario",https://www.tdsb.on.ca/Find-your/Schools/schno/6155,4.7,2322/3021,,43.6869783,-79.4770960
elementary,Our Lady of Lourdes Catholic School,JK-08,"444 Sherbourne St, Toronto, Ontario",http://ourladyoflourdes.tcdsb.org,5.5,1934/3021,,43.6659287,-79.3749330
elementary,Our Lady of Perpetual Help Catholic School,JK-08,"1 1/2 Garfield Ave, Toronto, Ontario",http://ourladyofperpetualhelp.tcdsb.org,9.8,25/3021,,43.6869056,-79.3833715
elementary,Pierre-Elliott-Trudeau Elementary School,JK-06,"65 rue Grace, Toronto, Ontario",https://csviamonde.ca/nos-ecoles/trouver-une-ecole/fiche-ecole/ecole-elementaire-pierre-elliott-trudeau/,7.0,888/3021,,,
elementary,St. Paul VI Catholic School,JK-08,"270 Laughton Ave, Toronto, Ontario",https://www.tcdsb.org/o/stpaulvi,8.2,262/3021,,43.6739094,-79.4577912
elementary,Santa Maria Catholic School,JK-08,"25 Avon Ave, Toronto, Ontario",https://www.tcdsb.org/o/santamaria,3.3,2768/3021,,43.6813295,-79.4776908
elementary,Stella Maris Catholic School,JK-08,"31 Ascot Ave, Toronto, Ontario",http://stellamaris.tcdsb.org,3.7,2677/3021,,43.6792896,-79.4447627
elementary,St Vincent de Paul Catholic School,JK-08,"116 Fermanagh Ave, Toronto, Ontario",http://stvincentdepaul.tcdsb.org,8.6,150/3021,,43.6470099,-79.4481199
elementary,St Sebastian Catholic School,JK-08,"717 Brock Ave, Toronto, Ontario",http://stsebastian.tcdsb.org,10,1/3021,,43.6623625,-79.4396902
elementary,St Paul Catholic School,JK-08,"80 Sackville St, Toronto, Ontario",http://stpaul.tcdsb.org,8.7,130/3021,,43.6557494,-79.3618063
elementary,St Nicholas of Bari Catholic School,JK-08,"363 Rogers Rd, Toronto, Ontario",http://stnicholasofbari.tcdsb.org,4.4,2432/3021,,43.6819323,-79.4599864
elementary,St Michael's Choir Catholic School,JK-08,"66 Bond St, Toronto, Ontario",http://www.smcs.on.ca,10,1/3021,,43.6555376,-79.3776590
elementary,St Michael Catholic School,JK-08,"50 George St S, Toronto, Ontario",http://stmichael.tcdsb.org,7.1,808/3021,,43.6478915,-79.3699556
elementary,St Mary of the Angels Catholic School,JK-08,"1477 Dufferin St, Toronto, Ontario",http://stmaryoftheangels.tcdsb.org,7.7,476/3021,,43.6722804,-79.4400244
secondary,A Y Jackson Secondary School,Grades 10-12,"50 Francine Dr, North York",http://www.ayjackson.ca/,7.9,77/689,,43.8047162,-79.3670028
secondary,Agincourt Collegiate Institute,Grade 9-12,"2621 Midland Ave, Scarborough",http://schoolweb.tdsb.on.ca/agincourtci/Home.aspx,8.3,41/689,,43.7880042,-79.2794328
secondary,Albert Campbell Collegiate Institute,Grades 9-12,"1550 Sandhurst Cir, Scarborough",http://schoolweb.tdsb.on.ca/albertcampbell/Home.aspx,7.0,210/689,,43.8100007,-79.2733572
secondary,Alternative Scarborough Education,Grades 11-12,"60 Brimorton Dr, Scarborough",http://aseone.ca/moodle/,N/A,N/A,,43.7672981,-79.2549806
secondary,Avondale Alternative Secondary School,Grades 9-12,"171 Avondale Ave, North York",http://schoolweb.tdsb.on.ca/avondalesa/Home.aspx,N/A,N/A,,43.7593892,-79.4007222
secondary,Bendale Business and Technical Institute,Grades 9-12,"1555 Midland Ave, Scarborough",http://schoolweb.tdsb.on.ca/bendale/Home.aspx,N/A,N/A,,43.7540079,-79.2657340
secondary,Birchmount Park Collegiate Institute,Grades 9-12,"3663 Danforth Ave, Scarborough",http://schools.tdsb.on.ca/birchmount/,5.2,496/689,,43.6978529,-79.2595991
secondary,Bloor Collegiate Institute,Grades 9-12,"1141 Bloor St W, Toronto, ON",http://schoolweb.tdsb.on.ca/bloorci/Home.aspx,8.5,26/689,,43.6337272,-79.5702328
secondary,Burnhamthorpe Collegiate Institute,Grades 9-12,"500 The East Mall, Etobicoke",http://www.burnhamthorpe.org/,N/A,N/A,,43.6486438,-79.5621498
secondary,C W Jefferys Collegiate Institute,Grades 9-12,"340 Sentinel Rd, North York",http://schoolweb.tdsb.on.ca/cwjefferys/Home.aspx,3.9,606/689,,43.7583117,-79.5006458
secondary,CALC Secondary School,Grades 9-12,"1 Danforth Ave, Toronto, ON",n/a,N/A,N/A,,43.6744818,-79.3599191
secondary,Cedarbrae Collegiate Institute,Grades 9-12,"550 Markham Rd, Scarborough",http://schoolweb.tdsb.on.ca/cedarbrae/Home.aspx,5.4,471/689,,43.7564665,-79.2266924
secondary,Central Etobicoke High School,Grades 9-12,"10 Denfield St, Etobicoke",http://schoolweb.tdsb.on.ca/centraletobicoke/Home.aspx,2.7,651/689,,43.6788565,-79.5564559
secondary,Central Technical School,Grades 9-12,"725 Bathurst St, Toronto",http://schools.tdsb.on.ca/centraltech/,2.7,651/689,,43.6629180,-79.4088986
secondary,Central Toronto Academy,Grades 9-12,"570 Shaw St, Toronto",http://schools.tdsb.on.ca/centraltorontoacademy/,7.0,210/689,,43.6575014,-79.4219476
secondary,City School,Grades 11-12,"635 Queens Quay W, Toronto, ON",http://www.cityschooltoronto.com/,N/A,N/A,,43.6354639,-79.3974511
secondary,Contact Alternative School,Grades 9-12,"132 Saint Patrick St, Floor 3rd, Toronto",http://schoolweb.tdsb.on.ca/contact/Home.aspx,N/A,N/A,,,
secondary,Danforth Collegiate and Technical Institute,Grades 9-12,"800 Greenwood Ave, Toronto",http://danforthcti.com/,6,378/689,,43.6826286,-79.3343655
secondary,David and Mary Thomson Collegiate Institute,Grades 9-12,"2740 Lawrence Ave E, Scarborough",http://www.thomsoncollegiate.ca/,N/A,N/A,,43.7529668,-79.2586186
secondary,Delphi Secondary Alternative School,Grades 9-12,"109A Chartland Blvd S, Scarborough",http://schoolweb.tdsb.on.ca/delphi/Home.aspx,N/A,N/A,,43.8026069,-79.2702250
secondary,Don Mills Collegiate Institute,Grades 9-12,"15 The Donway E, North York",http://schoolweb.tdsb.on.ca/donmillsci/Home.aspx,N/A,N/A,,43.7350384,-79.3388079
secondary,Downsview Secondary School (Grades 09–12),Grades 9-12,"7 Hawksdale Rd, North York",http://schoolweb.tdsb.on.ca/downsview/Home.aspx,N/A,N/A,,43.7306438,-79.4784607
secondary,Dr Norman Bethune Collegiate Institute,Grades 9-12,"200 Fundy Bay Blvd, Scarborough",http://www.bethuneci.com/,N/A,N/A,,43.8125172,-79.3195700
secondary,Drewry Secondary School,Grades 9-12,"70 Drewry Ave, North York",http://schoolweb.tdsb.on.ca/drewry/Home.aspx,N/A,N/A,,43.7868801,-79.4212027
secondary,Earl Haig Secondary School,Grades 9-12,"100 Princess Ave, North York",http://www.earlhaig.ca/main.php,N/A,N/A,,43.7698392,-79.4064240
secondary,East York Alternative Secondary School,Grades 10-12,"670 Cosburn Ave, East York",http://www.eyalternative.com/,N/A,N/A,,43.6950468,-79.3250533
secondary,East York Collegiate Institute,Grades 9-12,"650 Cosburn Ave, East York",http://schoolweb.tdsb.on.ca/eastyork/Home.aspx,N/A,N/A,,43.6955932,-79.3266619
secondary,Eastdale Collegiate Institute,Grades 9-12,"701 Gerrard St E, Toronto",http://schoolweb.tdsb.on.ca/eastdaleci/Home.aspx,N/A,N/A,,43.6658213,-79.3487984
secondary,Eastern Commerce Collegiate Institute,Grades 10-12,"16 Phin Ave, Toronto",http://schoolweb.tdsb.on.ca/easterncomm/Home.aspx,N/A,N/A,,43.6791507,-79.3366385
secondary,Emery Collegiate Institute,Grades 9-12,"3395 Weston Rd, North York",http://schoolweb.tdsb.on.ca/emeryci/Home.aspx,N/A,N/A,,43.7488056,-79.5381634
secondary,Etobicoke Collegiate Institute,Grades 9-12,"86 Montgomery Rd, Etobicoke",http://schoolweb.tdsb.on.ca/etobicokeci/Home.aspx,N/A,N/A,,43.6497841,-79.5225076
secondary,Etobicoke School of the Arts,Grades 9-12,"675 Royal York Road, Toronto, ON",n/a,N/A,N/A,,43.6309101,-79.5038177
secondary,Etobicoke Year Round Alternative Centre,Grades 9-11,"160 Silverhill Dr, Etobicoke",n/a,N/A,N/A,,43.6337421,-79.5512611
secondary,Forest Hill Collegiate Institute,Grades 9-12,"730 Eglinton Ave W, Toronto",http://www.fhci.net/,N/A,N/A,,43.7030457,-79.4211484
secondary,Frank Oke Secondary School,Grades 7-9,"500 Alliance Ave, York",n/a,N/A,N/A,,43.6777177,-79.4885667
secondary,George Harvey Collegiate Institute,Grades 9-12,"1700 Keele St, York",http://schoolweb.tdsb.on.ca/georgeharvey/AboutUs.aspx,2.2,664/689,,43.6845254,-79.4737629
secondary,George S Henry Academy,Grades 9-12,"200 Graydon Hall Dr, North York",http://www.gshenry.com/,N/A,N/A,,43.7646940,-79.3404387
secondary,Georges Vanier Secondary School,Grades 10-12,"3000 Don Mills Rd, North York",n/a,N/A,N/A,,43.7840897,-79.3515748
secondary,Greenwood Secondary School,Grades 9-12,"24 Mountjoy Ave, Toronto",http://greenwoodsecondaryschool.ca/,N/A,N/A,,43.6808455,-79.3305012
secondary,Harbord Collegiate Institute,Grades 9-12,"286 Harbord St, Toronto",http://www.harbordci.ca/,8.3,41/689,,43.6615657,-79.4143834
secondary,Heydon Park Secondary School,Grades 9-12,"70 D'Arcy St, Toronto",http://www.tmw.to/members.php?uri=heydon-park-secondary-school,N/A,N/A,,43.6549509,-79.3949777
secondary,Humberside Collegiate Institute,Grades 9-12,"280 Quebec Ave, Toronto",http://schoolweb.tdsb.on.ca/humberside/Home.aspx,8.5,26/689,,43.6606651,-79.4707243
secondary,Inglenook Community School,Grades 11-12,"19 Sackville St, Toronto",http://schools.tdsb.on.ca/inglenook/,N/A,N/A,,43.6540817,-79.3591859
secondary,Jarvis Collegiate Institute,Grades 9-12,"495 Jarvis St, Toronto",http://jarviscollegiate.com/,5.1,505/689,,43.6659695,-79.3768730
secondary,John Polanyi Collegiate Institute,Grades 9-12,"640 Lawrence Ave W, North York",http://www.jpci.ca/,N/A,N/A,,43.7179158,-79.4396002
secondary,Kipling Collegiate Institute,Grades 9-12,"380 The Westway, Etobicoke",http://schools.tdsb.on.ca/kiplingci/,N/A,N/A,,43.6852814,-79.5629549
secondary,L'Amoreaux Collegiate Institute,Grades 9-12,"2501 Bridletowne Cir, Scarborough",http://schoolweb.tdsb.on.ca/lamoreaux/Home.aspx,N/A,N/A,,43.8033004,-79.3176976
secondary,Lakeshore Collegiate Institute,Grades 9-12,"350 Kipling Ave, Etobicoke",http://www.lakeshorecollegiate.ca/,N/A,N/A,,43.6008030,-79.5182499
secondary,Lawrence Park Collegiate Institute,Grades 9-12,"125 Chatsworth Dr, Toronto",http://schoolweb.tdsb.on.ca/lawrenceparkci/Home.aspx,N/A,N/A,,43.7219736,-79.4108107
secondary,Leaside High School,Grades 9-12,"200 Hanna Rd, East York",http://schools.tdsb.on.ca/leasidehigh/,N/A,N/A,,43.7112494,-79.3728646
secondary,Lester B Pearson Collegiate Institute,Grades 9-12,"150 Tapscott Rd, Scarborough",http://www.pearsonci.net/,N/A,N/A,,43.8049745,-79.2265965
secondary,Malvern Collegiate Institute,Grades 9-12,"55 Malvern Ave, Toronto",http://schools.tdsb.on.ca/malvern/,N/A,N/A,,43.6829106,-79.2930696
secondary,Maplewood High School,Grades 9-12,"120 Galloway Rd, Scarborough",http://schoolweb.tdsb.on.ca/maplewood/Home.aspx,N/A,N/A,,43.7595017,-79.1946488
secondary,Marc Garneau Collegiate Institute,Grades 9-12,"135 Overlea Blvd, East York",http://schools.tdsb.on.ca/marcgarneau/,N/A,N/A,,43.7082504,-79.3345656
secondary,Martingrove Collegiate Institute,Grades 9-12,"50 Winterton Dr, Etobicoke",http://schoolweb.tdsb.on.ca/martingrove/Home.aspx,N/A,N/A,,43.6739544,-79.5604801
secondary,Monarch Park Collegiate Institute,Grades 9-12,"1 Hanson St, Toronto",http://monarchparkcollegiate.ca/,7.7,102/689,,43.6785648,-79.3230423
secondary,Native Learning Centre,Grades 9-12,"83 Alexander St, Toronto",n/a,n/a,n/a,,43.6634131,-79.3791940
secondary,Native Learning Centre East,Grades 9-12,"145 Guildwood Parkway, Scarborough",n/a,n/a,n/a,,43.7466599,-79.1968171
secondary,Nelson A Boylen Collegiate Institute,Grades 10-12,"155 Falstaff Ave, North York",http://schoolweb.tdsb.on.ca/nelsonaboylen/Home.aspx,n/a,n/a,,43.7180515,-79.4946102
secondary,Newtonbrook Secondary School,Grades 9-12,"155 Hilda Ave, North York",http://schoolweb.tdsb.on.ca/newtonbrook/Home.aspx,N/A,N/A,,43.7938863,-79.4256790
secondary,North Albion Collegiate Institute,Grades 9-12,"2580 Kipling Ave, Etobicoke",http://schools.tdsb.on.ca/northalbion/index.html,N/A,N/A,,43.7476682,-79.5861061
secondary,North East Year Round Alternative Centre,Grades 9-10,"2900 Don Mills Rd, North York",n/a,n/a,n/a,,43.7822895,-79.3497506
secondary,North Toronto Collegiate Institute,Grades 9-12,"17 Broadway Ave, Toronto",http://ntci.on.ca/,n/a,n/a,,43.7092585,-79.3966387
secondary,North West Year Round Alternative Centre,Grades 9-10,"425 Patricia Ave, North York",n/a,n/a,n/a,,43.7843055,-79.4414072
secondary,Northern Secondary School,Grades 9-12,"851 Mount Pleasant Rd, Toronto",http://northern-secondary.com/Joomla/,n/a,n/a,,43.7108083,-79.3896692
secondary,Northview Heights Secondary School,Grades 9-12,"550 Finch Ave W, North York",http://www.northviewheights.ca/,n/a,n/a,,43.7733696,-79.4465163
secondary,Oakwood Collegiate Institute,Grades 9-12,"991 St Clair Ave W, Toronto",https://sites.google.com/site/oakwoodcollegiate10/,6.5,288/689,,43.6783628,-79.4367007
secondary,Oasis Alternative Secondary School,Grades 9-12,"20 Brant St, Toronto",http://oasisartsandsocialchangeprogram.blogspot.ca/,N/A,N/A,,43.6457182,-79.3982035
secondary,Parkdale Collegiate Institute,Grades 9-12,"209 Jameson Ave, Toronto",http://schoolweb.tdsb.on.ca/parkdale/Home.aspx,7.0,210/689,,43.6395008,-79.4347120
secondary,Parkview Alternative School,Grades 9-10,"1641 Pharmacy Ave, Scarborough, ON",n/a,n/a,n/a,,43.7674446,-79.3129554
secondary,R H King Academy,Grades 9-12,"3800 St Clair Ave E, Scarborough",http://schools.tdsb.on.ca/rhking/,n/a,n/a,,43.7235048,-79.2374176
secondary,Richview Collegiate Institute,Grades 9-12,"1738 Islington Ave, Etobicoke",n/a,n/a,n/a,,43.6783928,-79.5384990
secondary,Riverdale Collegiate Institute,Grades 9-12,"1094 Gerrard St E, Toronto",http://schoolweb.tdsb.on.ca/riverdale/home.aspx,8.2,52/689,,43.6702676,-79.3341967
secondary,Rosedale Heights School of the Arts,Grades 9-12,"711 Bloor St E, Toronto",http://rhsa.ca/,8.3,41/689,,43.6740007,-79.3661227
secondary,Runnymede Collegiate Institute,Grades 9-12,"569 Jane St, York",http://schoolweb.tdsb.on.ca/runnymedeci/Home.aspx,n/a,n/a,,43.6635238,-79.4894593
secondary,SATEC @ W A Porter Collegiate Institute,Grades 9-12,"40 Fairfax Cres, Scarborough",http://www.satecatwaporter.ca/,n/a,n/a,,43.7170453,-79.2872454
secondary,Scarborough Centre for Alternative Studies,Grades 10-12,"720 Midland Ave, Scarborough",http://www.scasonline.com/,N/A,N/A,,43.7280969,-79.2576657
secondary,Scarlett Heights Entrepreneurial Academy,Grades 9-12,"15 Trehorne Dr, Etobicoke",http://schoolweb.tdsb.on.ca/scarlettheights/Home.aspx,n/a,n/a,,43.6896077,-79.5308792
secondary,School of Experiential Education,Grades 9-12,"40 McArthur St, Etobicoke",http://schoolweb.tdsb.on.ca/see/Home.aspx,N/A,N/A,,43.7015076,-79.5466180
secondary,School of Life Experience,Grades 10-12,"24 Mountjoy Ave, Toronto",http://solealternative.ca/,N/A,N/A,,43.6808455,-79.3305012
secondary,SEED Alternative School,Grades 11-12,"885 Dundas St E, Floor 2nd, Toronto",n/a,N/A,N/A,,43.6624277,-79.3530071
secondary,Silverthorn Collegiate Institute,Grades 9-12,"291 Mill Rd, Etobicoke",http://www.silverthornci.com/,n/a,n/a,,43.6381568,-79.5799160
secondary,Sir John A Macdonald Collegiate Institute,Grades 9-12,"2300 Pharmacy Ave, Scarborough",http://schoolweb.tdsb.on.ca/johnamacdonald/Home.aspx,n/a,n/a,,43.7869676,-79.3233867
secondary,Sir Oliver Mowat Collegiate Institute,Grades 9-12,"5400 Lawrence Ave E, Scarborough",http://schoolweb.tdsb.on.ca/sirolivermowat/Home.aspx,n/a,n/a,,43.7792820,-79.1422351
secondary,Sir Robert L Borden Business and Technical Institute,Grades 9-12,"200 Poplar Rd, Scarborough",http://www.bordenbti.ca/,n/a,n/a,,43.7635555,-79.1901934
secondary,Sir Wilfrid Laurier Collegiate Institute,Grades 9-12,"145 Guildwood Pky, Scarborough",http://www.sirwilfridlaurierci.ca/,n/a,n/a,,43.7466599,-79.1968171
secondary,Sir William Osler High School,Grades 9-12,"1050 Huntingwood Dr, Scarborough",http://schoolweb.tdsb.on.ca/sirwilliamosler/Home.aspx,N/A,N/A,,43.7973542,-79.2872337
secondary,South East Year Round Alternative Centre,Grades 9-12,"720 Midland Ave, Scarborough",n/a,N/A,N/A,,43.7280969,-79.2576657
secondary,Stephen Leacock Collegiate Institute,Grades 9-12,"2450 Birchmount Rd, Scarborough, ON",http://stephenleacock.ca/,n/a,n/a,,43.7860948,-79.3005868
secondary,Subway Academy I,Grades 9-12,"16 Phin Ave, Toronto",http://www.subwayacademyone.com/,n/a,n/a,,43.6791507,-79.3366385
secondary,Subway Academy II,Grades 11-12,"64 Baldwin St, Toronto",http://schoolweb.tdsb.on.ca/subwayacademy2/Home.aspx,N/A,N/A,,43.6558169,-79.3957299
secondary,THESTUDENTSCHOOL,Grades 11-12,160 Glendonwynne Road,http://thestudentschool.org/,N/A,N/A,,43.6566234,-79.4750852
secondary,Thistletown Collegiate Institute,Grades 9-12,"20 Fordwich Cres, Etobicoke",n/a,n/a,n/a,,43.7277887,-79.5627900
secondary,Ursula Franklin Academy,Grades 9-12,146 Glendonwynne Rd,http://www.ufacademy.org/v6/,9.3,3/689,,43.6575152,-79.4740877
secondary,Vaughan Road Academy,Grades 9-12,"529 Vaughan Rd, York",http://schoolweb.tdsb.on.ca/vaughanroad/Home.aspx,N/A,N/A,,43.6908260,-79.4370422
secondary,Victoria Park Collegiate Institute,Grades 9-12,"15 Wallingford Rd, North York",http://victoriaparkci.ca/,N/A,N/A,,43.7558251,-79.3205345
secondary,West End Alternative School,Grades 10-12,"777 Bloor St W, Floor 3, Toronto",http://westendalternativeschool.weebly.com/,N/A,N/A,,,
secondary,West Hill Collegiate Institute,Grades 9-12,"350 Morningside Ave, Scarborough",http://schools.tdsb.on.ca/westhill/redirectpage/index.php,N/A,N/A,,43.7756240,-79.1909033
secondary,West Humber Collegiate Institute,Grades 9-12,"1675 Martin Grove Rd, Etobicoke",http://schoolweb.tdsb.on.ca/whci/Home.aspx,N/A,N/A,,43.7312532,-79.5869789
secondary,Western Technical-Commercial School,Grades 9-12,"125 Evelyn Cres, Toronto",http://www.wtcs.ca/,6.8,246/689,,43.6570459,-79.4746639
secondary,Weston Collegiate Institute,Grades 9-12,"100 Pine St, York",http://westonci.ca/,N/A,N/A,,43.7036869,-79.5107007
secondary,Westview Centennial Secondary School,Grades 9-12,"755 Oakdale Rd, North York",http://schoolweb.tdsb.on.ca/westview/Home.aspx,N/A,N/A,,43.7529597,-79.5241566
secondary,Wexford Collegiate School for the Arts,Grades 9-12,"1176 Pharmacy Ave, Scarborough",http://www.wexfordcsa.ca/,N/A,N/A,,43.7458444,-79.3071299
secondary,William Lyon Mackenzie Collegiate Institute,Grades 9-12,"20 Tillplain Rd, North York",http://wlmac.ca/,N/A,N/A,,43.7526737,-79.4615374
secondary,Winston Churchill Collegiate Institute,Grades 9-12,"2239 Lawrence Ave E, Scarborough",http://schoolweb.tdsb.on.ca/churchillci/Home.aspx,N/A,N/A,,43.7487696,-79.2779528
secondary,Woburn Collegiate Institute,Grades 9-12,"2222 Ellesmere Rd, Scarborough",http://schoolweb.tdsb.on.ca/woburnci/Home.aspx,N/A,N/A,,43.7788807,-79.2286428
secondary,York Humber High School,Grades 9-12,"100 Emmett Ave, York",http://schoolweb.tdsb.on.ca/yorkmillsci/Home.aspx,N/A,N/A,,43.6884695,-79.5063904
secondary,York Memorial Collegiate Institute,Grades 9-12,"2690 Eglinton Ave W, York",http://schoolweb.tdsb.on.ca/yorkmillsci/Home.aspx,6.7,260/689,,43.6910384,-79.4769079
secondary,York Mills Collegiate Institute,Grades 10-12,"490 York Mills Rd, North York",http://schoolweb.tdsb.on.ca/yorkmillsci/Home.aspx,N/A,N/A,,43.7519123,-79.3736426
secondary,Yorkdale Secondary School,Grades 9-12,"38 Orfus Rd, North York",http://www.yorkdale.net/,N/A,N/A,,43.7201057,-79.4600143
secondary,Archbishop Romero Catholic School,Grades 9-12,"99 Humber Blvd, Toronto, Ontario",https://www.tcdsb.org/o/stoscarromero,1.7,674/689,,43.6804683,-79.4799974
secondary,Bishop Allen Catholic School,Grades 9-12,"721 Royal York Rd, Toronto, Ontario",http://bishopallen.tcdsb.org,8.0,66/689,,43.6339799,-79.5044382
secondary,Bishop Marrocco/Thomas Merton,Grades 9-12,"1515 Bloor St W, Toronto, Ontario",https://www.tcdsb.org/o/bishopmarroccothomasmerton,3.8,611/689,,43.6561188,-79.4508967
secondary,Blessed Mother Teresa Catholic School,Grades 9-12,"40 Sewells Rd, Toronto, Ontario",http://blessedmotherteresa.tcdsb.org,3.9,606/689,,43.8094756,-79.2151875
secondary,Brebeuf College School,Grades 9-12,"211 Steeles Ave E, Toronto, Ontario",https://www.tcdsb.org/o/brebeufcollege,6.1,357/689,,43.8019404,-79.4017228
secondary,Collège Français,Grade 9-12,"100 Carlton rue, Toronto, Ontario",http://collegefrancais.csviamonde.ca,7.8,87/689,,43.6625046,-79.3801972
secondary,St. Mary's Catholic Academy,Grades 9-12,"66 Dufferin Park Ave, Toronto, Ontario",http://stmarysecondary.tcdsb.org,4.6,552/689,,43.6579956,-79.4321978
secondary,St. Patrick Catholic Secondary School,Grades 9-12,"49 Felstead Ave, Toronto, Ontario",http://stpatrick.tcdsb.org,6.1,357/689,,43.6779085,-79.3306641
secondary,St. Joseph's College School,Grades 9-12,"74 Wellesley St W, Toronto, Ontario",http://stjosephcollege.tcdsb.org,8.1,60/689,,43.6643508,-79.3888144
secondary,St.-Frère-André,Grades 9-12,"330 LANSDOWNE AVE, Toronto, Ontario",https://essfa.cscmonavenir.ca/,7.2,181/689,,43.6513414,-79.4416855
secondary,Toronto Quest Secondary School,Grades 9-12,"330 Lansdowne avenue, Toronto, Ontario",http://ecolesecondairetorontoouest.csviamonde.ca,8.5,26/689,,43.6513414,-79.4416855
